218.60001,218.60001,222.60001,253.8,283.79999,285.60001
218.39999,218.60001,223.2,256.20001,284,286
218.39999,218.60001,223.60001,258.20001,284.39999,286.20001
218.60001,218.8,224,259.79999,284.60001,286
219,218.8,224.60001,261,285,286
219,218.8,225.60001,262.39999,284.79999,286
219,219.2,226.60001,263.79999,284.79999,285.79999
218.8,219.2,227.60001,265,285,285.60001
219.2,219.2,228.60001,265.79999,284.79999,285.39999
219.60001,219,229.2,267.60001,285.20001,285.39999
219.39999,219.2,230,268.79999,285.39999,285.79999
219.39999,219,231.2,269.79999,285.39999,286.39999
219.60001,219,232.39999,270.79999,285.20001,286
219.39999,219.39999,233.60001,272,285,286.60001
219.2,220,234.8,273,285,287.39999
219.39999,220,236.2,274,285.20001,287.39999
219.60001,220,237.2,274.60001,285,287.20001
220,220.2,238.60001,275.39999,285.20001,287.79999
220.2,220.60001,240.2,276,285.20001,288.39999
220,220.8,241.60001,277,284.79999,288.79999
219.8,221,243,277.39999,285,289.39999
220,221,244.39999,277.79999,285,290.39999
220.2,221.39999,246,278.79999,285.20001,291
220.2,221.8,247.8,279.60001,285.20001,291.39999
220.39999,222.2,249.60001,279.79999,285.20001,292.39999
220.8,222.60001,250.8,280.39999,285.39999,293.79999
221,223,252.2,281.20001,285.79999,295.20001
221.39999,223.8,254,281.79999,286,296.39999
222,224.60001,255.60001,282.20001,285.60001,297.79999
222.2,225.2,257,282.20001,285.60001,299
222.60001,225.8,258.20001,282.39999,285.79999,300.20001
223,226.39999,259.39999,282.60001,286.20001,301.39999
223.2,227,261,282.60001,286,304
223.39999,227.8,262.39999,282.79999,285.79999,306
223.8,228.60001,263.60001,283,285.79999,308.39999
224.8,229.8,264.60001,283,285.60001,311
225.60001,230.8,265.60001,283.20001,285.39999,312.79999
226.39999,232,267.20001,283.39999,285.39999,314
227.39999,233.2,268,283.60001,285.79999,315.39999
228.39999,234.2,269.79999,283.79999,285.79999,316.20001
229.2,235.60001,270.60001,284,285.79999,317.39999
230,237,271.20001,284.39999,286,319.39999
231,238,272.20001,284.60001,285.79999,321.20001
232.2,239,273.39999,284.60001,286.20001,322.60001
233.2,240.39999,274.39999,284,286,324.20001
235.2,242.2,275,284.60001,286,325.39999
236,243.8,275.60001,284.60001,286,327.20001
237.2,245.2,276.60001,285,285.60001,328.60001
240,246.8,277.39999,285,285.60001,329.60001
241.2,248.39999,277.60001,284.60001,285.79999,331
242.8,249.39999,277.79999,284.79999,286.20001,332.20001
244.60001,250.8,278.20001,284.79999,286.60001,333.60001
246,252.60001,279,285,286.60001,335
247.39999,254,279.79999,285.20001,286.60001,335.79999
248.60001,255.2,280.20001,285.39999,286.39999,336.60001
249.39999,256.39999,280.60001,285.60001,286.60001,337.20001
250.39999,257.79999,281,285.60001,286.79999,338
251.8,259.39999,281.60001,285.79999,287.20001,339.39999
253.60001,260.60001,282.20001,285.79999,287.39999,340.39999
255.60001,262,282.20001,285.60001,287.60001,340.79999
256.79999,263.39999,282.39999,285.39999,287.79999,340.79999
257.60001,264.60001,282.79999,285.79999,288.60001,340.79999
259.60001,266,283,286.20001,289.20001,341.20001
261.79999,267.39999,283,286.39999,290,341.79999
262.79999,268.20001,283.39999,286,291,342.39999
263.79999,269.20001,284,286,291.60001,343
265.39999,270,284.39999,286,292,343.20001
266.79999,271,284.39999,285.39999,293,343.60001
268,271.79999,284.20001,286,294.39999,344
